order,family,species_code,scientific_name,common_name,primary,secondary,tree
Psittaciformes,Psittacidae,bchpar1,Loriculus galgulus,Blue-crowned Hanging-Parrot,0,1,1
Psittaciformes,Psittacidae,peflov,Agapornis roseicollis,Rosy-faced Lovebird,0,1,0
Psittaciformes,Psittacidae,suppar1,Polytelis swainsonii,Superb Parrot,0,1,1
Psittaciformes,Psittacidae,regpar1,Polytelis anthopeplus,Regent Parrot,0,1,1
Psittaciformes,Psittacidae,aukpar1,Alisterus scapularis,Australian King-Parrot,0,1,1
Psittaciformes,Psittacidae,rewpar1,Aprosmictus erythropterus,Red-winged Parrot,0,1,1
Passeriformes,Acanthisittidae,riflem1,Acanthisitta chloris,Rifleman,0,1,1
Passeriformes,Acanthisittidae,soiwre1,Xenicus gilviventris,South Island Wren,0,1,0
Passeriformes,Pittidae,faipit1,Pitta nympha,Fairy Pitta,0,1,1
Passeriformes,Rhinocryptidae,cthhue1,Pteroptochos castaneus,Chestnut-throated Huet-huet,1,1,1
Passeriformes,Rhinocryptidae,bthhue1,Pteroptochos tarnii,Black-throated Huet-huet,1,1,1
Passeriformes,Rhinocryptidae,moutur1,Pteroptochos megapodius,Moustached Turca,1,1,0
Passeriformes,Rhinocryptidae,whttap1,Scelorchilus albicollis,White-throated Tapaculo,1,1,0
Passeriformes,Rhinocryptidae,chutap1,Scelorchilus rubecula,Chucao Tapaculo,1,0,0
Passeriformes,Rhinocryptidae,blatap1,Scytalopus latrans,Blackish Tapaculo,1,0,0
Passeriformes,Rhinocryptidae,siftap1,Scytalopus argentifrons,Silvery-fronted Tapaculo,0,1,0
Passeriformes,Rhinocryptidae,magtap1,Scytalopus magellanicus,Magellanic Tapaculo,0,1,1
Passeriformes,Formicariidae,bkfant2,Formicarius moniliger,Mayan Antthrush,0,1,1
Passeriformes,Formicariidae,blfant1,Formicarius analis,Black-faced Antthrush,0,1,1
Passeriformes,Formicariidae,blhant1,Formicarius nigricapillus,Black-headed Antthrush,0,1,0
Passeriformes,Furnariidae,tatlea1,Sclerurus mexicanus,Middle American Leaftosser,1,0,0
Passeriformes,Furnariidae,sctlea1,Sclerurus guatemalensis,Scaly-throated Leaftosser,1,0,1
Passeriformes,Furnariidae,commin1,Geositta cunicularia,Common Miner,1,0,0
Passeriformes,Furnariidae,punmin1,Geositta punensis,Puna Miner,0,1,0
Passeriformes,Furnariidae,rubmin1,Geositta rufipennis,Rufous-banded Miner,1,1,0
Passeriformes,Furnariidae,gramin1,Geositta maritima,Grayish Miner,1,0,0
Passeriformes,Furnariidae,oliwoo1,Sittasomus griseicapillus,Olivaceous Woodcreeper,0,1,1
Passeriformes,Furnariidae,rudwoo1,Dendrocincla homochroa,Ruddy Woodcreeper,0,1,1
Passeriformes,Furnariidae,tawwoo1,Dendrocincla anabatina,Tawny-winged Woodcreeper,0,1,1
Passeriformes,Furnariidae,plbwoo1,Dendrocincla fuliginosa,Plain-brown Woodcreeper,0,1,1
Passeriformes,Furnariidae,webwoo1,Glyphorynchus spirurus,Wedge-billed Woodcreeper,0,1,1
Passeriformes,Furnariidae,nobwoo1,Dendrocolaptes sanctithomae,Northern Barred-Woodcreeper,0,1,1
Passeriformes,Furnariidae,blbwoo1,Dendrocolaptes picumnus,Black-banded Woodcreeper,0,1,1
Passeriformes,Furnariidae,stbwoo1,Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,0,1,1
Passeriformes,Furnariidae,cocwoo1,Xiphorhynchus susurrans,Cocoa Woodcreeper,0,1,1
Passeriformes,Furnariidae,ivbwoo1,Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,0,1,1
Passeriformes,Furnariidae,blswoo1,Xiphorhynchus lachrymosus,Black-striped Woodcreeper,0,1,1
Passeriformes,Furnariidae,spowoo1,Xiphorhynchus erythropygius,Spotted Woodcreeper,1,0,1
Passeriformes,Furnariidae,stbwoo2,Dendroplex picus,Straight-billed Woodcreeper,0,1,1
Passeriformes,Furnariidae,rebscy1,Campylorhamphus trochilirostris,Red-billed Scythebill,0,1,1
Passeriformes,Furnariidae,scbwoo4,Drymornis bridgesii,Scimitar-billed Woodcreeper,0,1,1
Passeriformes,Furnariidae,sthwoo1,Lepidocolaptes souleyetii,Streak-headed Woodcreeper,0,1,1
Passeriformes,Furnariidae,spcwoo1,Lepidocolaptes affinis,Spot-crowned Woodcreeper,0,1,1
Passeriformes,Furnariidae,whttre2,Pygarrhichas albogularis,White-throated Treerunner,1,0,1
Passeriformes,Furnariidae,crachi1,Ochetorhynchus melanurus,Crag Chilia,0,1,0
Passeriformes,Furnariidae,stbear2,Ochetorhynchus ruficaudus,Straight-billed Earthcreeper,0,1,0
Passeriformes,Furnariidae,buftuf1,Pseudocolaptes lawrencii,Buffy Tuftedcheek,0,1,1
Passeriformes,Furnariidae,shtstr1,Lochmias nematura,Sharp-tailed Streamcreeper,0,1,0
Passeriformes,Furnariidae,sctear1,Upucerthia dumetaria,Scale-throated Earthcreeper,1,1,0
Passeriformes,Furnariidae,whtear1,Upucerthia albigula,White-throated Earthcreeper,1,0,0
Passeriformes,Furnariidae,bubear2,Upucerthia validirostris,Buff-breasted Earthcreeper,1,0,0
Passeriformes,Furnariidae,buwcin1,Cinclodes fuscus,Buff-winged Cinclodes,0,1,1
Passeriformes,Furnariidae,blacin1,Cinclodes antarcticus,Blackish Cinclodes,1,1,0
Passeriformes,Furnariidae,crwcin1,Cinclodes albiventris,Cream-winged Cinclodes,1,0,0
Passeriformes,Furnariidae,gyfcin1,Cinclodes oustaleti,Gray-flanked Cinclodes,0,1,0
Passeriformes,Furnariidae,whwcin1,Cinclodes atacamensis,White-winged Cinclodes,0,1,0
Passeriformes,Furnariidae,dabcin1,Cinclodes patagonicus,Dark-bellied Cinclodes,1,1,0
Passeriformes,Furnariidae,seacin1,Cinclodes nigrofumosus,Seaside Cinclodes,0,1,0
Passeriformes,Furnariidae,stfgle1,Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,0,1,1
Passeriformes,Furnariidae,bbfgle1,Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,0,1,1
Passeriformes,Furnariidae,lifgle1,Syndactyla subalaris,Lineated Foliage-gleaner,0,1,1
Passeriformes,Furnariidae,rufgle1,Clibanornis rubiginosus,Ruddy Foliage-gleaner,0,1,0
Passeriformes,Furnariidae,stbtre1,Thripadectes rufobrunneus,Streak-breasted Treehunter,1,0,0
Passeriformes,Furnariidae,btfgle1,Automolus ochrolaemus,Ochre-throated Foliage-gleaner,1,0,0
Passeriformes,Furnariidae,thtray1,Aphrastura spinicauda,Thorn-tailed Rayadito,0,1,1
Passeriformes,Furnariidae,pmtspi1,Leptasthenura aegithaloides,Plain-mantled Tit-Spinetail,0,1,1
Passeriformes,Furnariidae,corcan1,Asthenes modesta,Cordilleran Canastero,0,1,0
Passeriformes,Furnariidae,shbcan2,Asthenes pyrrholeuca,Sharp-billed Canastero,0,1,0
Passeriformes,Tityridae,blctit1,Tityra inquisitor,Black-crowned Tityra,0,1,1
Passeriformes,Tityridae,blttit1,Tityra cayana,Black-tailed Tityra,0,1,1
Passeriformes,Tityridae,mastit1,Tityra semifasciata,Masked Tityra,0,1,1
Passeriformes,Tyrannidae,sobtyr1,Camptostoma obsoletum,Southern Beardless-Tyrannulet,0,1,1
Passeriformes,Tyrannidae,brratt1,Attila spadiceus,Bright-rumped Attila,0,1,1
Passeriformes,Tyrannidae,pirfly1,Legatus leucophaius,Piratic Flycatcher,0,1,1
Passeriformes,Tyrannidae,grekis,Pitangus sulphuratus,Great Kiskadee,0,1,1
Passeriformes,Tyrannidae,gobfly1,Myiodynastes hemichrysus,Golden-bellied Flycatcher,0,1,1
Passeriformes,Tyrannidae,baifly1,Myiodynastes bairdii,Baird's Flycatcher,0,1,1
Passeriformes,Tyrannidae,subfly,Myiodynastes luteiventris,Sulphur-bellied Flycatcher,0,1,1
Passeriformes,Tyrannidae,strfly1,Myiodynastes maculatus,Streaked Flycatcher,0,1,1
Passeriformes,Tyrannidae,socfly1,Myiozetetes similis,Social Flycatcher,0,1,1
Passeriformes,Tyrannidae,whrfly,Conopias albovittatus,White-ringed Flycatcher,0,1,1
Passeriformes,Tyrannidae,lebfly2,Conopias cinchoneti,Lemon-browed Flycatcher,0,1,1
Passeriformes,Tyrannidae,rufmou1,Rhytipterna holerythra,Rufous Mourner,0,1,1
Passeriformes,Tyrannidae,swafly1,Myiarchus swainsoni,Swainson's Flycatcher,0,1,1
Passeriformes,Tyrannidae,sadfly1,Myiarchus barbirostris,Sad Flycatcher,0,1,1
Passeriformes,Tyrannidae,ducfly,Myiarchus tuberculifer,Dusky-capped Flycatcher,0,1,1
Passeriformes,Tyrannidae,panfly1,Myiarchus panamensis,Panama Flycatcher,0,1,1
Passeriformes,Tyrannidae,venfly1,Myiarchus venezuelensis,Venezuelan Flycatcher,0,1,0
Passeriformes,Tyrannidae,rutfly1,Myiarchus validus,Rufous-tailed Flycatcher,0,1,1
Passeriformes,Tyrannidae,lasfly,Myiarchus sagrae,La Sagra's Flycatcher,0,1,1
Passeriformes,Tyrannidae,stofly1,Myiarchus stolidus,Stolid Flycatcher,0,1,1
Passeriformes,Tyrannidae,purfly1,Myiarchus antillarum,Puerto Rican Flycatcher,0,1,1
Passeriformes,Tyrannidae,leafly1,Myiarchus oberi,Lesser Antillean Flycatcher,0,1,1
Passeriformes,Tyrannidae,grcfly,Myiarchus crinitus,Great Crested Flycatcher,0,1,1
Passeriformes,Tyrannidae,bncfly,Myiarchus tyrannulus,Brown-crested Flycatcher,0,1,1
Passeriformes,Tyrannidae,grefly1,Myiarchus nugator,Grenada Flycatcher,0,1,1
Passeriformes,Tyrannidae,apifly1,Myiarchus apicalis,Apical Flycatcher,0,1,1
Passeriformes,Tyrannidae,astfly,Myiarchus cinerascens,Ash-throated Flycatcher,0,1,1
Passeriformes,Tyrannidae,nutfly,Myiarchus nuttingi,Nutting's Flycatcher,0,1,0
Passeriformes,Tyrannidae,lottyr1,Colonia colonus,Long-tailed Tyrant,0,1,1
Passeriformes,Tyrannidae,dorcht1,Ochthoeca oenanthoides,d'Orbigny's Chat-Tyrant,0,1,0
Passeriformes,Tyrannidae,pugtyr1,Muscisaxicola juninensis,Puna Ground-Tyrant,0,1,0
Passeriformes,Tyrannidae,cingrt1,Muscisaxicola cinereus,Cinereous Ground-Tyrant,0,1,0
Passeriformes,Tyrannidae,ongtyr1,Muscisaxicola flavinucha,Ochre-naped Ground-Tyrant,0,1,0
Passeriformes,Tyrannidae,dafgrt1,Muscisaxicola maclovianus,Dark-faced Ground-Tyrant,0,1,0
Passeriformes,Tyrannidae,wbgtyr1,Muscisaxicola albilora,White-browed Ground-Tyrant,0,1,0
Passeriformes,Tyrannidae,cibgrt1,Muscisaxicola capistratus,Cinnamon-bellied Ground-Tyrant,0,1,0
Passeriformes,Tyrannidae,bfgtyr1,Muscisaxicola frontalis,Black-fronted Ground-Tyrant,0,1,0
Passeriformes,Tyrannidae,saypho,Sayornis saya,Say's Phoebe,0,1,1
Passeriformes,Tyrannidae,wesfly,Empidonax difficilis,Western Flycatcher,0,1,1
Passeriformes,Climacteridae,whttre3,Cormobates leucophaea,White-throated Treecreeper,0,1,1
Passeriformes,Climacteridae,brotre2,Climacteris picumnus,Brown Treecreeper,0,1,1
Passeriformes,Meliphagidae,nezbel1,Anthornis melanura,New Zealand Bellbird,0,1,1
Passeriformes,Pardalotidae,spopar1,Pardalotus punctatus,Spotted Pardalote,1,0,0
Passeriformes,Acanthizidae,whbscr1,Sericornis frontalis,White-browed Scrubwren,0,1,1
Passeriformes,Acanthizidae,souwhi1,Aphelocephala leucopsis,Southern Whiteface,0,1,1
Passeriformes,Acanthizidae,burtho1,Acanthiza reguloides,Buff-rumped Thornbill,0,1,1
Passeriformes,Mohouidae,yellow3,Mohoua ochrocephala,Yellowhead,0,1,1
Passeriformes,Pachycephalidae,grysht1,Colluricincla harmonica,Gray Shrikethrush,0,1,1
Passeriformes,Corvidae,eurjay1,Garrulus glandarius,Eurasian Jay,0,1,1
Passeriformes,Corvidae,jamcro1,Corvus jamaicensis,Jamaican Crow,0,1,1
Passeriformes,Callaeidae,saddle2,Philesturnus rufusater,North Island Saddleback,0,1,1
Passeriformes,Callaeidae,saddle3,Philesturnus carunculatus,South Island Saddleback,0,1,1
Passeriformes,Notiomystidae,stitch1,Notiomystis cincta,Stitchbird,0,1,1
Passeriformes,Petroicidae,flarob1,Petroica phoenicea,Flame Robin,0,1,1
Passeriformes,Petroicidae,tomtit1,Petroica macrocephala,Tomtit,0,1,1
Passeriformes,Petroicidae,nezrob2,Petroica longipes,North Island Robin,0,1,1
Passeriformes,Petroicidae,nezrob3,Petroica australis,South Island Robin,0,1,1
Passeriformes,Petroicidae,dusrob1,Melanodryas vittata,Dusky Robin,0,1,1
Passeriformes,Paridae,coatit2,Periparus ater,Coal Tit,0,1,1
Passeriformes,Paridae,britit,Baeolophus wollweberi,Bridled Titmouse,0,1,1
Passeriformes,Paridae,tuftit,Baeolophus bicolor,Tufted Titmouse,0,1,1
Passeriformes,Paridae,blctit4,Baeolophus atricristatus,Black-crested Titmouse,0,1,1
Passeriformes,Paridae,juntit1,Baeolophus ridgwayi,Juniper Titmouse,0,1,1
Passeriformes,Paridae,oaktit,Baeolophus inornatus,Oak Titmouse,1,1,1
Passeriformes,Paridae,cretit2,Lophophanes cristatus,Crested Tit,1,1,1
Passeriformes,Paridae,vartit1,Sittiparus varius,Varied Tit,1,1,1
Passeriformes,Paridae,martit2,Poecile palustris,Marsh Tit,0,1,1
Passeriformes,Paridae,carchi,Poecile carolinensis,Carolina Chickadee,1,1,1
Passeriformes,Paridae,bkcchi,Poecile atricapillus,Black-capped Chickadee,0,1,1
Passeriformes,Paridae,mouchi,Poecile gambeli,Mountain Chickadee,0,1,1
Passeriformes,Paridae,mexchi,Poecile sclateri,Mexican Chickadee,1,1,1
Passeriformes,Paridae,borchi2,Poecile hudsonicus,Boreal Chickadee,1,1,1
Passeriformes,Paridae,chbchi,Poecile rufescens,Chestnut-backed Chickadee,1,1,1
Passeriformes,Paridae,blutit,Cyanistes caeruleus,Eurasian Blue Tit,0,1,1
Passeriformes,Paridae,grbtit1,Parus monticolus,Green-backed Tit,0,1,1
Passeriformes,Paridae,gretit1,Parus major,Great Tit,0,1,1
Passeriformes,Paridae,yeltit2,Machlolophus holsti,Taiwan Yellow Tit,0,1,1
Passeriformes,Alaudidae,horlar,Eremophila alpestris,Horned Lark,1,1,0
Passeriformes,Hirundinidae,tremar2,Petrochelidon nigricans,Tree Martin,0,1,1
Passeriformes,Hirundinidae,welswa1,Hirundo neoxena,Welcome Swallow,0,1,1
Passeriformes,Hirundinidae,gytmar1,Riparia chinensis,Gray-throated Martin,1,0,0
Passeriformes,Hirundinidae,banswa,Riparia riparia,Bank Swallow,1,0,0
Passeriformes,Hirundinidae,treswa,Tachycineta bicolor,Tree Swallow,0,1,1
Passeriformes,Hirundinidae,vigswa,Tachycineta thalassina,Violet-green Swallow,0,1,1
Passeriformes,Hirundinidae,golswa1,Tachycineta euchrysea,Golden Swallow,0,1,1
Passeriformes,Hirundinidae,bahswa,Tachycineta cyaneoviridis,Bahama Swallow,0,1,1
Passeriformes,Hirundinidae,manswa1,Tachycineta albilinea,Mangrove Swallow,0,1,1
Passeriformes,Hirundinidae,whwswa1,Tachycineta albiventer,White-winged Swallow,0,1,1
Passeriformes,Hirundinidae,brcmar1,Progne tapera,Brown-chested Martin,0,1,1
Passeriformes,Hirundinidae,purmar,Progne subis,Purple Martin,0,1,1
Passeriformes,Hirundinidae,carmar1,Progne dominicensis,Caribbean Martin,0,1,1
Passeriformes,Hirundinidae,cubmar,Progne cryptoleuca,Cuban Martin,0,1,1
Passeriformes,Hirundinidae,gybmar,Progne chalybea,Gray-breasted Martin,0,1,1
Passeriformes,Hirundinidae,soumar,Progne elegans,Southern Martin,0,1,1
Passeriformes,Hirundinidae,nrwswa,Stelgidopteryx serripennis,Northern Rough-winged Swallow,1,1,1
Passeriformes,Hirundinidae,srwswa1,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,1,1,0
Passeriformes,Hirundinidae,bawswa1,Pygochelidon cyanoleuca,Blue-and-white Swallow,0,1,1
Passeriformes,Hirundinidae,blcswa1,Atticora pileata,Black-capped Swallow,0,1,0
Passeriformes,Hirundinidae,whtswa1,Atticora tibialis,White-thighed Swallow,0,1,1
Passeriformes,Hirundinidae,andswa2,Orochelidon andecola,Andean Swallow,1,1,0
Passeriformes,Pycnonotidae,yetbul1,Pycnonotus xantholaemus,Yellow-throated Bulbul,0,1,0
Passeriformes,Phylloscopidae,arcwar1,Phylloscopus borealis,Arctic Warbler,0,1,1
Passeriformes,Phylloscopidae,salwar1,Phylloscopus borealoides,Sakhalin Leaf Warbler,0,1,0
Passeriformes,Phylloscopidae,weclew1,Phylloscopus occipitalis,Western Crowned Warbler,0,1,1
Passeriformes,Scotocercidae,rufwar1,Abroscopus albogularis,Rufous-faced Warbler,0,1,1
Passeriformes,Timaliidae,sbsbab3,Pomatorhinus ruficollis,Streak-breasted Scimitar-Babbler,0,1,1
Passeriformes,Certhiidae,shttre1,Certhia brachydactyla,Short-toed Treecreeper,0,1,1
Passeriformes,Certhiidae,brncre,Certhia americana,Brown Creeper,0,1,1
Passeriformes,Sittidae,chbnut2,Sitta castanea,Indian Nuthatch,0,1,1
Passeriformes,Sittidae,chbnut3,Sitta cinnamoventris,Chestnut-bellied Nuthatch,0,1,1
Passeriformes,Sittidae,chbnut4,Sitta neglecta,Burmese Nuthatch,0,1,1
Passeriformes,Sittidae,pygnut,Sitta pygmaea,Pygmy Nuthatch,1,1,1
Passeriformes,Sittidae,bnhnut,Sitta pusilla,Brown-headed Nuthatch,1,1,1
Passeriformes,Sittidae,rebnut,Sitta canadensis,Red-breasted Nuthatch,1,1,1
Passeriformes,Sittidae,whbnut,Sitta carolinensis,White-breasted Nuthatch,0,1,1
Passeriformes,Troglodytidae,rocwre,Salpinctes obsoletus,Rock Wren,0,1,0
Passeriformes,Troglodytidae,nigwre1,Microcerculus philomela,Nightingale Wren,0,1,0
Passeriformes,Troglodytidae,scbwre1,Microcerculus marginatus,Scaly-breasted Wren,0,1,0
Passeriformes,Troglodytidae,canwre,Catherpes mexicanus,Canyon Wren,0,1,0
Passeriformes,Troglodytidae,sumwre1,Hylorchilus sumichrasti,Sumichrast's Wren,0,1,0
Passeriformes,Troglodytidae,pacwre1,Troglodytes pacificus,Pacific Wren,0,1,1
Passeriformes,Troglodytidae,winwre3,Troglodytes hiemalis,Winter Wren,0,1,1
Passeriformes,Troglodytidae,rubwre2,Troglodytes rufociliatus,Rufous-browed Wren,0,1,1
Passeriformes,Troglodytidae,ochwre1,Troglodytes ochraceus,Ochraceous Wren,0,1,1
Passeriformes,Troglodytidae,carwre,Thryothorus ludovicianus,Carolina Wren,0,1,1
Passeriformes,Troglodytidae,bewwre,Thryomanes bewickii,Bewick's Wren,0,1,1
Passeriformes,Troglodytidae,faswre1,Campylorhynchus fasciatus,Fasciated Wren,0,1,1
Passeriformes,Troglodytidae,cacwre,Campylorhynchus brunneicapillus,Cactus Wren,0,1,0
Passeriformes,Sturnidae,eursta,Sturnus vulgaris,European Starling,1,1,1
Passeriformes,Sturnidae,sposta1,Sturnus unicolor,Spotless Starling,0,1,1
Passeriformes,Sturnidae,brasta1,Sturnia pagodarum,Brahminy Starling,0,1,1
Passeriformes,Sturnidae,chtsta2,Sturnia malabarica,Chestnut-tailed Starling,0,1,1
Passeriformes,Sturnidae,whcsta1,Spodiopsar cineraceus,White-cheeked Starling,0,1,1
Passeriformes,Sturnidae,commyn,Acridotheres tristis,Common Myna,0,1,1
Passeriformes,Sturnidae,banmyn1,Acridotheres ginginianus,Bank Myna,1,0,0
Passeriformes,Sturnidae,whvmyn,Acridotheres javanicus,Javan Myna,0,1,1
Passeriformes,Sturnidae,cremyn,Acridotheres cristatellus,Crested Myna,0,1,1
Passeriformes,Sturnidae,hilmyn,Gracula religiosa,Common Hill Myna,0,1,1
Passeriformes,Sturnidae,asgsta1,Aplonis panayensis,Asian Glossy Starling,0,1,1
Passeriformes,Mimidae,peethr1,Margarops fuscatus,Pearly-eyed Thrasher,0,1,1
Passeriformes,Mimidae,brotre1,Cinclocerthia ruficauda,Brown Trembler,0,1,1
Passeriformes,Mimidae,normoc,Mimus polyglottos,Northern Mockingbird,0,1,1
Passeriformes,Turdidae,wesblu,Sialia mexicana,Western Bluebird,1,1,1
Passeriformes,Turdidae,easblu,Sialia sialis,Eastern Bluebird,0,1,1
Passeriformes,Turdidae,moublu,Sialia currucoides,Mountain Bluebird,0,1,1
Passeriformes,Turdidae,towsol,Myadestes townsendi,Townsend's Solitaire,0,1,1
Passeriformes,Turdidae,cubsol1,Myadestes elisabeth,Cuban Solitaire,0,1,1
Passeriformes,Turdidae,rutsol1,Myadestes genibarbis,Rufous-throated Solitaire,0,1,1
Passeriformes,Turdidae,veery,Catharus fuscescens,Veery,0,1,1
Passeriformes,Turdidae,herthr,Catharus guttatus,Hermit Thrush,0,1,1
Passeriformes,Turdidae,yelthr1,Turdus flavipes,Yellow-legged Thrush,0,1,0
Passeriformes,Turdidae,clcrob,Turdus grayi,Clay-colored Thrush,0,1,1
Passeriformes,Turdidae,austhr1,Turdus falcklandii,Austral Thrush,0,1,0
Passeriformes,Muscicapidae,magrob,Copsychus saularis,Oriental Magpie-Robin,0,1,1
Passeriformes,Muscicapidae,nilfly2,Eumyias albicaudatus,Nilgiri Flycatcher,0,1,0
Passeriformes,Muscicapidae,wbbfly1,Cyornis pallidipes,White-bellied Blue Flycatcher,0,1,1
Passeriformes,Muscicapidae,butfly1,Cyornis rubeculoides,Blue-throated Flycatcher,0,1,1
Passeriformes,Muscicapidae,eurrob1,Erithacus rubecula,European Robin,0,1,1
Passeriformes,Muscicapidae,whtrob3,Irania gutturalis,White-throated Robin,0,1,1
Passeriformes,Muscicapidae,whtrob2,Myiomela leucura,White-tailed Robin,0,1,0
Passeriformes,Muscicapidae,litfor1,Enicurus scouleri,Little Forktail,0,1,0
Passeriformes,Muscicapidae,fowthr1,Myophonus insularis,Taiwan Whistling-Thrush,0,1,1
Passeriformes,Muscicapidae,blwthr1,Myophonus caeruleus,Blue Whistling-Thrush,0,1,1
Passeriformes,Muscicapidae,narfly2,Ficedula narcissina,Narcissus Flycatcher,0,1,1
Passeriformes,Muscicapidae,snbfly1,Ficedula hyperythra,Snowy-browed Flycatcher,0,1,1
Passeriformes,Muscicapidae,taifly1,Ficedula albicilla,Taiga Flycatcher,0,1,1
Passeriformes,Muscicapidae,eupfly1,Ficedula hypoleuca,European Pied Flycatcher,0,1,1
Passeriformes,Muscicapidae,plured1,Phoenicurus fuliginosus,Plumbeous Redstart,0,1,1
Passeriformes,Muscicapidae,comred2,Phoenicurus phoenicurus,Common Redstart,0,1,1
Passeriformes,Muscicapidae,daured1,Phoenicurus auroreus,Daurian Redstart,0,1,1
Passeriformes,Muscicapidae,rtrthr1,Monticola saxatilis,Rufous-tailed Rock-Thrush,0,1,1
Passeriformes,Muscicapidae,burthr,Monticola solitarius,Blue Rock-Thrush,0,1,1
Passeriformes,Muscicapidae,norwhe,Oenanthe oenanthe,Northern Wheatear,0,1,0
Passeriformes,Estrildidae,bubcor1,Uraeginthus angolensis,Southern Cordonbleu,0,1,1
Passeriformes,Estrildidae,broman1,Spermestes cucullata,Bronze Mannikin,0,1,1
Passeriformes,Estrildidae,whrmun,Lonchura striata,White-rumped Munia,0,1,1
Passeriformes,Passeridae,houspa,Passer domesticus,House Sparrow,0,1,1
Passeriformes,Passeridae,russpa2,Passer cinnamomeus,Russet Sparrow,0,1,1
Passeriformes,Passeridae,capspa1,Passer melanurus,Cape Sparrow,0,1,1
Passeriformes,Passeridae,eutspa,Passer montanus,Eurasian Tree Sparrow,0,1,1
Passeriformes,Motacillidae,rocpip1,Anthus petrosus,Rock Pipit,0,1,0
Passeriformes,Motacillidae,grywag,Motacilla cinerea,Gray Wagtail,0,1,0
Passeriformes,Motacillidae,whiwag,Motacilla alba,White Wagtail,0,1,0
Passeriformes,Fringillidae,thbeup1,Euphonia laniirostris,Thick-billed Euphonia,0,1,1
Passeriformes,Fringillidae,gcrfin,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0,1,0
Passeriformes,Fringillidae,bkrfin,Leucosticte atrata,Black Rosy-Finch,0,1,0
Passeriformes,Fringillidae,bcrfin,Leucosticte australis,Brown-capped Rosy-Finch,0,1,0
Passeriformes,Fringillidae,houfin,Haemorhous mexicanus,House Finch,0,1,1
Passeriformes,Fringillidae,blasis1,Spinus atratus,Black Siskin,0,1,0
Passeriformes,Calcariidae,snobun,Plectrophenax nivalis,Snow Bunting,0,1,0
Passeriformes,Calcariidae,mckbun,Plectrophenax hyperboreus,McKay's Bunting,0,1,0
Passeriformes,Passerellidae,daejun,Junco hyemalis,Dark-eyed Junco,0,1,1
Passeriformes,Icteridae,ventro1,Icterus icterus,Venezuelan Troupial,0,1,1
Passeriformes,Icteridae,yesbla1,Agelaius xanthomus,Yellow-shouldered Blackbird,0,1,1
Passeriformes,Icteridae,cubbla,Ptiloxena atroviolacea,Cuban Blackbird,0,1,1
Passeriformes,Icteridae,brebla,Euphagus cyanocephalus,Brewer's Blackbird,0,1,1
Passeriformes,Icteridae,comgra,Quiscalus quiscula,Common Grackle,0,1,1
Passeriformes,Parulidae,louwat,Parkesia motacilla,Louisiana Waterthrush,0,1,1
Passeriformes,Parulidae,norwat,Parkesia noveboracensis,Northern Waterthrush,0,1,1
Passeriformes,Parulidae,prowar,Protonotaria citrea,Prothonotary Warbler,0,1,1
Passeriformes,Parulidae,lucwar,Leiothlypis luciae,Lucy's Warbler,0,1,1
Passeriformes,Parulidae,elwwar1,Setophaga angelae,Elfin-woods Warbler,0,1,1
Passeriformes,Parulidae,btnwar,Setophaga virens,Black-throated Green Warbler,0,1,1
Passeriformes,Thraupidae,swatan1,Tersina viridis,Swallow Tanager,0,1,1
Passeriformes,Thraupidae,orange1,Euneornis campestris,Orangequit,0,1,1
Passeriformes,Thraupidae,saffin,Sicalis flaveola,Saffron Finch,0,1,0
Passeriformes,Thraupidae,payfin1,Sicalis lebruni,Patagonian Yellow-Finch,1,0,0
Passeriformes,Thraupidae,gryfin3,Sicalis olivascens,Greenish Yellow-Finch,0,1,0
Passeriformes,Thraupidae,gryfin2,Sicalis auriventris,Greater Yellow-Finch,0,1,0
Passeriformes,Thraupidae,rayfin1,Sicalis raimondii,Raimondi's Yellow-Finch,0,1,0
Passeriformes,Thraupidae,puyfin1,Sicalis lutea,Puna Yellow-Finch,1,1,0
Passeriformes,Thraupidae,gyhsif1,Phrygilus gayi,Gray-hooded Sierra Finch,0,1,0
Passeriformes,Thraupidae,bhsfin1,Phrygilus atriceps,Black-hooded Sierra Finch,0,1,0
Passeriformes,Thraupidae,plsfin1,Geospizopsis unicolor,Plumbeous Sierra Finch,0,1,0
NA,NA,affeag1,Icthyophaga vocifer,African Fish-Eagle,NA,NA,NA
NA,NA,alpswi1,Tachymarptis melba,Alpine Swift,NA,NA,NA
NA,NA,altyel1,Geothlypis flavovelata,Altamira Yellowthroat,NA,NA,NA
NA,NA,arcwar2,Phylloscopus examinandus,Kamchatka Leaf Warbler,NA,NA,NA
NA,NA,asistu1,Urosphena squameiceps,Asian Stubtail,NA,NA,NA
NA,NA,atbtan1,Chlorospingus canigularis,Ashy-throated Chlorospingus,NA,NA,NA
NA,NA,attwoo1,Picoides dorsalis,American Three-toed Woodpecker,NA,NA,NA
NA,NA,auspip2,Anthus australis,Australian Pipit,NA,NA,NA
NA,NA,bagtan2,Bangsia melanochlamys,Black-and-gold Tanager,NA,NA,NA
